segment_id,seq,highway,road_class,road_class_rank,maxspeed_mph,speed_limit_source,speed_limit_conf,lanes,lanes_int,oneway,oneway_bool,surface,bridge,tunnel,name,ref,lit,lit_bool,cycleway,cycleway_type,width,width_m
1757737014_000026,8,residential,residential,1,30.0,nyc_default_30mph,medium,,,False,0,,,,19th Avenue,,,,,none,,
1757737014_000026,9,residential,residential,1,40.0,nyc_default_40mph,medium,,,False,0,,,,19th Avenue,,,,,none,,
1757737014_000026,10,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,19th Avenue,,,,,none,,
1757737014_000026,11,residential,residential,1,30.0,nyc_default_30mph,medium,,,False,0,,,,19th Avenue,,,,,none,,
1757737014_000026,12,residential,residential,1,30.0,nyc_default_30mph,medium,,,False,0,,,,19th Avenue,,,,,none,,
1757737014_000026,13,residential,residential,1,40.0,nyc_default_40mph,medium,,,False,0,,,,19th Avenue,,,,,none,,
1757737014_000027,0,residential,residential,1,25.0,nyc_default_25mph,medium,1,1,True,1,,,,East 18th Street,,,,,none,,
1757737014_000027,1,residential,residential,1,30.0,nyc_default_30mph,medium,2,2,False,0,,,,Avenue Y,,,,,none,,
1757737014_000027,2,residential,residential,1,15.0,nyc_default_15mph,medium,2,2,False,0,,,,Avenue Y,,,,,none,,
1757737014_000027,3,residential,residential,1,35.0,nyc_default_35mph,medium,2,2,False,0,,,,Avenue Y,,,,,none,,
1757737014_000027,4,residential,residential,1,45.0,nyc_default_45mph,medium,2,2,False,0,,,,Avenue Y,,,,,none,,
1757737014_000027,5,secondary,secondary,3,25.0,nyc_default_25mph,medium,4,4,False,0,,,,Ocean Avenue,,,,,none,,
1757737014_000027,6,secondary,secondary,3,40.0,nyc_default_40mph,medium,4,4,False,0,,,,Ocean Avenue,,,,,none,,
1757737014_000027,7,secondary,secondary,3,35.0,nyc_default_35mph,medium,4,4,False,0,,,,Ocean Avenue,,,,,none,,
1757737014_000028,0,primary,primary,4,35.0,tag,high,4,4,True,1,,,,Woodhaven Boulevard,,,,,none,,
1757737014_000028,1,primary,primary,4,35.0,tag,high,4,4,True,1,,,,Woodhaven Boulevard,,,,,none,,
1757737014_000028,2,primary,primary,4,35.0,tag,high,4,4,True,1,,,,Woodhaven Boulevard,,,,,none,,
1757737014_000028,3,primary,primary,4,35.0,tag,high,4,4,True,1,,,,Woodhaven Boulevard,,,,,none,,
1757737014_000028,4,primary,primary,4,35.0,tag,high,4,4,True,1,,,,Woodhaven Boulevard,,,,,none,,
1757737014_000028,5,primary,primary,4,35.0,tag,high,4,4,True,1,,,,Woodhaven Boulevard,,,,,none,,
1757737014_000028,6,primary,primary,4,35.0,tag,high,4,4,True,1,,,,Woodhaven Boulevard,,,,,none,,
1757737014_000028,7,primary,primary,4,35.0,tag,high,4,4,True,1,,,,Woodhaven Boulevard,,,,,none,,
1757737014_000028,8,primary,primary,4,35.0,tag,high,4,4,True,1,,,,Woodhaven Boulevard,,,,,none,,
1757737014_000028,9,primary,primary,4,35.0,tag,high,4,4,True,1,,,,Woodhaven Boulevard,,,,,none,,
1757737014_000028,10,primary,primary,4,35.0,tag,high,4,4,True,1,,,,Woodhaven Boulevard,,,,,none,,
1757737014_000028,11,primary,primary,4,35.0,tag,high,4,4,True,1,,,,Woodhaven Boulevard,,,,,none,,
1757737014_000028,12,primary,primary,4,35.0,tag,high,4,4,True,1,,,,Woodhaven Boulevard,,,,,none,,
1757737014_000028,13,primary,primary,4,35.0,tag,high,4,4,True,1,,,,Woodhaven Boulevard,,,,,none,,
1757737014_000028,14,primary,primary,4,35.0,tag,high,4,4,True,1,,,,Woodhaven Boulevard,,,,,none,,
1757737014_000028,15,primary,primary,4,35.0,tag,high,4,4,True,1,,,,Woodhaven Boulevard,,,,,none,,
1757737014_000028,16,residential,residential,1,15.0,nyc_default_15mph,medium,,,False,0,,,,Park Lane South,,,,,none,,
1757737014_000028,17,residential,residential,1,30.0,nyc_default_30mph,medium,2,2,False,0,,,,Park Lane South,,,,,none,,
1757737014_000028,18,residential,residential,1,15.0,nyc_default_15mph,medium,2,2,False,0,,,,Park Lane South,,,,,none,,
1757737014_000028,19,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,Park Lane South,,,,,none,,
1757737014_000028,20,residential,residential,1,40.0,nyc_default_40mph,medium,,,False,0,,,,94th Street,,,,,none,,
1757737014_000028,21,residential,residential,1,20.0,nyc_default_20mph,medium,,,False,0,,,,94th Street,,,,,none,,
1757737014_000029,0,tertiary,tertiary,2,30.0,nyc_default_30mph,medium,2,2,False,0,,,,Clintonville Street,,,,,none,,
1757737014_000029,1,tertiary,tertiary,2,20.0,nyc_default_20mph,medium,2,2,False,0,,,,Clintonville Street,,,,,none,,
1757737014_000029,2,tertiary,tertiary,2,20.0,nyc_default_20mph,medium,2,2,False,0,,,,Clintonville Street,,,,,none,,
1757737014_000029,3,tertiary,tertiary,2,50.0,nyc_default_50mph,medium,2,2,False,0,,,,Clintonville Street,,,,,none,,
1757737014_000029,4,tertiary,tertiary,2,20.0,nyc_default_20mph,medium,2,2,False,0,,,,14th Road,,,,,none,,
1757737014_000029,5,tertiary,tertiary,2,25.0,nyc_default_25mph,medium,2,2,False,0,,,,14th Road,,,,,none,,
1757737014_000029,6,tertiary,tertiary,2,45.0,nyc_default_45mph,medium,1,1,True,1,,,,14th Road,,,,,none,,
1757737014_000029,7,tertiary,tertiary,2,25.0,nyc_default_25mph,medium,1,1,True,1,,,,14th Road,,,,,none,,
1757737014_000029,8,tertiary,tertiary,2,25.0,nyc_default_25mph,medium,1,1,True,1,,,,14th Road,,,,,none,,
1757737014_000029,9,secondary,secondary,3,30.0,tag,high,2,2,True,1,,,,Cross Island Parkway Service Road,,,,,none,,
1757737014_000029,10,tertiary,tertiary,2,20.0,nyc_default_20mph,medium,2,2,False,0,,,,150th Street,,,,,none,,
1757737014_000030,0,residential,residential,1,30.0,nyc_default_30mph,medium,,,True,1,,,,Melrose Street,,,,,none,,
1757737014_000030,1,residential,residential,1,20.0,nyc_default_20mph,medium,,,True,1,,,,Melrose Street,,,,,none,,
1757737014_000030,2,primary,primary,4,25.0,tag,high,,,False,0,,,,Broadway,,,,,none,,
1757737014_000030,3,primary,primary,4,25.0,tag,high,,,False,0,,,,Myrtle Avenue,,,,,none,,
1757737014_000030,4,residential,residential,1,25.0,tag,high,,,True,1,,,,Jefferson Street,,,,,none,,
1757737014_000030,5,residential,residential,1,25.0,tag,high,,,True,1,,,,Jefferson Street,,,,,none,,
1757737014_000030,6,residential,residential,1,25.0,tag,high,,,True,1,,,,Jefferson Street,,,,,none,,
1757737014_000030,7,secondary,secondary,3,25.0,nyc_default_25mph,medium,4,4,False,0,,,,Bushwick Avenue,,,,,none,,
1757737014_000030,8,residential,residential,1,25.0,tag,high,,,True,1,,,,Jefferson Street,,,,,none,,
1757737014_000030,9,residential,residential,1,25.0,tag,high,,,True,1,,,,Jefferson Street,,,,,none,,
1757737014_000030,10,residential,residential,1,25.0,tag,high,,,True,1,,,,Jefferson Street,,,,,none,,
1757737014_000030,11,residential,residential,1,25.0,nyc_default_25mph,medium,,,True,1,,,,Stanwix Street,,,,,none,,
1757737014_000030,12,residential,residential,1,35.0,nyc_default_35mph,medium,,,True,1,,,,Stanwix Street,,,,,none,,
1757737014_000031,0,secondary,secondary,3,25.0,nyc_default_25mph,medium,2,2,True,1,,,,58th Street,,,,,none,,
1757737014_000031,1,secondary,secondary,3,30.0,nyc_default_30mph,medium,2,2,True,1,,,,58th Street,,,,,none,,
1757737014_000031,2,secondary,secondary,3,25.0,nyc_default_25mph,medium,1,1,True,1,,,,58th Street,,,,,none,,
1757737014_000031,3,secondary,secondary,3,50.0,nyc_default_50mph,medium,,,True,1,,,,58th Street,,,,,none,,
1757737014_000031,4,secondary,secondary,3,50.0,nyc_default_50mph,medium,,,True,1,,,,58th Street,,,,,none,,
1757737014_000031,5,secondary,secondary,3,45.0,nyc_default_45mph,medium,,,True,1,,,,58th Street,,,,,none,,
1757737014_000031,6,secondary,secondary,3,45.0,nyc_default_45mph,medium,,,True,1,,,,58th Street,,,,,none,,
1757737014_000031,7,secondary,secondary,3,30.0,nyc_default_30mph,medium,,,True,1,,,,58th Street,,,,,none,,
1757737014_000031,8,secondary,secondary,3,45.0,nyc_default_45mph,medium,,,True,1,,,,58th Street,,,,,none,,
1757737014_000031,9,secondary,secondary,3,35.0,nyc_default_35mph,medium,,,True,1,,,,58th Street,,,,,none,,
1757737014_000031,10,secondary,secondary,3,25.0,nyc_default_25mph,medium,,,True,1,,,,Maurice Avenue,,,,,none,,
1757737014_000031,11,tertiary,tertiary,2,35.0,nyc_default_35mph,medium,,,False,0,,,,Maspeth Avenue,,,,,none,,
1757737014_000031,12,tertiary,tertiary,2,40.0,nyc_default_40mph,medium,,,False,0,,,,Maspeth Avenue,,,,,none,,
1757737014_000031,13,tertiary,tertiary,2,15.0,nyc_default_15mph,medium,,,False,0,,,,Maspeth Avenue,,,,,none,,
1757737014_000031,14,tertiary,tertiary,2,25.0,nyc_default_25mph,medium,,,False,0,,,,Maspeth Avenue,,,,,none,,
1757737014_000031,15,tertiary,tertiary,2,40.0,nyc_default_40mph,medium,,,False,0,,,,Maspeth Avenue,,,,,none,,
1757737014_000031,16,residential,residential,1,40.0,nyc_default_40mph,medium,,,True,1,,,,58th Place,,,,,none,,
1757737014_000032,0,residential,residential,1,30.0,nyc_default_30mph,medium,,,False,0,,,,Sabina Street,,,,,none,,
1757737014_000032,1,residential,residential,1,20.0,nyc_default_20mph,medium,,,False,0,,,,Niehaus Avenue,,,,,none,,
1757737014_000032,2,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,Niehaus Avenue,,,,,none,,
1757737014_000032,3,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,Niehaus Avenue,,,,,none,,
1757737014_000032,4,residential,residential,1,50.0,nyc_default_50mph,medium,,,False,0,,,,Niehaus Avenue,,,,,none,,
1757737014_000032,5,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,Niehaus Avenue,,,,,none,,
1757737014_000032,6,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,Niehaus Avenue,,,,,none,,
1757737014_000032,7,residential,residential,1,35.0,nyc_default_35mph,medium,,,False,0,,,,Jackson Street,,,,,none,,
1757737014_000032,8,residential,residential,1,35.0,nyc_default_35mph,medium,,,False,0,,,,Niehaus Avenue,,,,,none,,
1757737014_000032,9,residential,residential,1,30.0,nyc_default_30mph,medium,,,False,0,,,,Niehaus Avenue,,,,,none,,
1757737014_000033,0,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,1,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,2,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,3,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,4,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,5,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,6,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,7,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,8,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,9,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,10,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,11,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,12,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,13,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,14,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,15,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,16,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,17,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,18,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,19,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,20,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,21,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,22,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,23,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,24,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,25,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,26,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,27,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,28,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,29,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,30,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,31,trunk,trunk,5,30.0,tag,high,3,3,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,32,trunk,trunk,5,30.0,tag,high,4,4,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,33,trunk,trunk,5,30.0,tag,high,4,4,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,34,trunk,trunk,5,30.0,tag,high,4,4,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,35,trunk,trunk,5,30.0,tag,high,4,4,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,36,trunk,trunk,5,30.0,tag,high,4,4,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,37,trunk,trunk,5,30.0,tag,high,4,4,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,38,trunk,trunk,5,30.0,tag,high,4,4,True,1,,,,West Street,NY 9A,,,,none,,
1757737014_000033,39,residential,residential,1,25.0,tag,high,,,True,1,,,,Leroy Street,,,,,none,,
1757737014_000034,0,residential,residential,1,35.0,nyc_default_35mph,medium,,,False,0,,,,River Street Extension,,,,,none,,
1757737014_000034,1,residential,residential,1,45.0,nyc_default_45mph,medium,,,False,0,,,,River Street Extension,,,,,none,,
1757737014_000034,2,residential,residential,1,45.0,nyc_default_45mph,medium,,,False,0,,,,River Street Extension,,,,,none,,
1757737014_000034,3,residential,residential,1,20.0,nyc_default_20mph,medium,,,False,0,,,,River Street Extension,,,,,none,,
1757737014_000034,4,residential,residential,1,15.0,nyc_default_15mph,medium,,,False,0,,,,River Street Extension,,,,,none,,
1757737014_000034,5,residential,residential,1,45.0,nyc_default_45mph,medium,,,False,0,,,,River Street Extension,,,,,none,,
1757737014_000034,6,residential,residential,1,45.0,nyc_default_45mph,medium,,,False,0,,,,River Street Extension,,,,,none,,
1757737014_000034,7,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,River Street Extension,,,,,none,,
1757737014_000034,8,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,River Street Extension,,,,,none,,
1757737014_000034,9,residential,residential,1,35.0,nyc_default_35mph,medium,,,False,0,,,,River Street Extension,,,,,none,,
1757737014_000034,10,residential,residential,1,30.0,nyc_default_30mph,medium,,,False,0,,,,River Street Extension,,,,,none,,
1757737014_000034,11,residential,residential,1,20.0,nyc_default_20mph,medium,,,False,0,,,,River Street Extension,,,,,none,,
1757737014_000034,12,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,River Street Extension,,,,,none,,
1757737014_000034,13,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,River Street Extension,,,,,none,,
1757737014_000034,14,residential,residential,1,30.0,nyc_default_30mph,medium,,,False,0,,,,River Street Extension,,,,,none,,
1757737014_000034,15,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,River Street Extension,,,,,none,,
1757737014_000034,16,residential,residential,1,35.0,nyc_default_35mph,medium,,,False,0,,,,River Street Extension,,,,,none,,
1757737014_000034,17,primary,primary,4,50.0,nyc_default_50mph,medium,2,2,True,1,,,,River Street,CR 49,,,,none,,
1757737014_000034,18,primary,primary,4,25.0,nyc_default_25mph,medium,2,2,True,1,,,,River Street,CR 49,,,,none,,
1757737014_000034,19,primary,primary,4,30.0,nyc_default_30mph,medium,2,2,True,1,,,,River Street,CR 49,,,,none,,
1757737014_000034,20,primary,primary,4,35.0,nyc_default_35mph,medium,2,2,True,1,,,,River Street,CR 49,,,,none,,
1757737014_000034,21,primary,primary,4,40.0,nyc_default_40mph,medium,2,2,True,1,,,,River Street,CR 49,,,,none,,
1757737014_000034,22,primary,primary,4,35.0,nyc_default_35mph,medium,2,2,True,1,,,,River Street,CR 49,,,,none,,
1757737014_000035,0,residential,residential,1,30.0,nyc_default_30mph,medium,,,False,0,,,,East 87th Street,,,,,none,,
1757737014_000035,1,residential,residential,1,35.0,nyc_default_35mph,medium,,,False,0,,,,Ditmas Avenue,,,,,none,,
1757737014_000035,2,residential,residential,1,15.0,nyc_default_15mph,medium,,,False,0,,,,Ditmas Avenue,,,,,none,,
1757737014_000035,3,residential,residential,1,45.0,nyc_default_45mph,medium,,,False,0,,,,East 87th Street,,,,,none,,
1757737014_000035,4,residential,residential,1,45.0,nyc_default_45mph,medium,,,False,0,,,,East 87th Street,,,,,none,,
1757737014_000035,5,residential,residential,1,35.0,nyc_default_35mph,medium,,,False,0,,,,East 87th Street,,,,,none,,
1757737014_000035,6,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,East 87th Street,,,,,none,,
1757737014_000035,7,residential,residential,1,35.0,nyc_default_35mph,medium,,,False,0,,,,East 87th Street,,,,,none,,
1757737014_000035,8,residential,residential,1,15.0,nyc_default_15mph,medium,,,False,0,,,,East 87th Street,,,,,none,,
1757737014_000035,9,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,East 87th Street,,,,,none,,
1757737014_000035,10,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,East 87th Street,,,,,none,,
1757737014_000035,11,residential,residential,1,30.0,nyc_default_30mph,medium,,,False,0,,,,East 87th Street,,,,,none,,
1757737014_000035,12,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,East 87th Street,,,,,none,,
1757737014_000035,13,residential,residential,1,20.0,nyc_default_20mph,medium,,,False,0,,,,East 87th Street,,,,,none,,
1757737014_000035,14,residential,residential,1,40.0,nyc_default_40mph,medium,,,False,0,,,,East 87th Street,,,,,none,,
1757737014_000035,15,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,East 87th Street,,,,,none,,
1757737014_000035,16,residential,residential,1,30.0,nyc_default_30mph,medium,,,False,0,,,,East 87th Street,,,,,none,,
1757737014_000035,17,residential,residential,1,15.0,nyc_default_15mph,medium,,,False,0,,,,East 87th Street,,,,,none,,
1757737014_000035,18,residential,residential,1,30.0,nyc_default_30mph,medium,,,False,0,,,,Ditmas Avenue,,,,,none,,
1757737014_000035,19,residential,residential,1,40.0,nyc_default_40mph,medium,,,False,0,,,,Ditmas Avenue,,,,,none,,
1757737014_000035,20,residential,residential,1,40.0,nyc_default_40mph,medium,,,False,0,,,,Ditmas Avenue,,,,,none,,
1757737014_000035,21,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,Ditmas Avenue,,,,,none,,
1757737014_000035,22,residential,residential,1,20.0,nyc_default_20mph,medium,,,False,0,,,,Ditmas Avenue,,,,,none,,
1757737014_000035,23,residential,residential,1,35.0,nyc_default_35mph,medium,,,False,0,,,,Ditmas Avenue,,,,,none,,
1757737014_000035,24,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,Ditmas Avenue,,,,,none,,
1757737014_000035,25,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,Ditmas Avenue,,,,,none,,
1757737014_000035,26,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,Ditmas Avenue,,,,,none,,
1757737014_000035,27,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,Ditmas Avenue,,,,,none,,
1757737014_000035,28,residential,residential,1,35.0,nyc_default_35mph,medium,,,False,0,,,,Ditmas Avenue,,,,,none,,
1757737014_000035,29,residential,residential,1,30.0,nyc_default_30mph,medium,,,False,0,,,,Ditmas Avenue,,,,,none,,
1757737014_000035,30,residential,residential,1,35.0,nyc_default_35mph,medium,,,False,0,,,,Ditmas Avenue,,,,,none,,
1757737014_000035,31,residential,residential,1,35.0,nyc_default_35mph,medium,,,False,0,,,,Ditmas Avenue,,,,,none,,
1757737014_000035,32,residential,residential,1,40.0,nyc_default_40mph,medium,,,False,0,,,,Ditmas Avenue,,,,,none,,
1757737014_000035,33,residential,residential,1,30.0,nyc_default_30mph,medium,,,False,0,,,,Ditmas Avenue,,,,,none,,
1757737014_000035,34,residential,residential,1,50.0,nyc_default_50mph,medium,,,False,0,,,,Ditmas Avenue,,,,,none,,
1757737014_000035,35,residential,residential,1,30.0,nyc_default_30mph,medium,,,False,0,,,,Ditmas Avenue,,,,,none,,
1757737014_000036,0,residential,residential,1,30.0,nyc_default_30mph,medium,,,False,0,,,,Schley Avenue,,,,,none,,
1757737014_000036,1,residential,residential,1,35.0,nyc_default_35mph,medium,,,False,0,,,,Schley Avenue,,,,,none,,
1757737014_000036,2,residential,residential,1,50.0,nyc_default_50mph,medium,,,False,0,,,,Schley Avenue,,,,,none,,
1757737014_000036,3,residential,residential,1,35.0,nyc_default_35mph,medium,,,False,0,,,,Schley Avenue,,,,,none,,
1757737014_000036,4,residential,residential,1,45.0,nyc_default_45mph,medium,,,False,0,,,,Schley Avenue,,,,,none,,
1757737014_000036,5,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,Schley Avenue,,,,,none,,
1757737014_000036,6,residential,residential,1,30.0,nyc_default_30mph,medium,,,False,0,,,,Schley Avenue,,,,,none,,
1757737014_000036,7,residential,residential,1,35.0,nyc_default_35mph,medium,,,False,0,,,,Wilcox Avenue,,,,,none,,
1757737014_000036,8,residential,residential,1,35.0,nyc_default_35mph,medium,,,False,0,,,,Schley Avenue,,,,,none,,
1757737014_000036,9,residential,residential,1,40.0,nyc_default_40mph,medium,,,False,0,,,,Schley Avenue,,,,,none,,
1757737014_000036,10,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,Vincent Avenue,,,,,none,,
1757737014_000037,0,residential,residential,1,25.0,nyc_default_25mph,medium,,,True,1,,,,East 55th Street,,,,,none,,
1757737014_000037,1,residential,residential,1,30.0,nyc_default_30mph,medium,,,True,1,,,,East 55th Street,,,,,none,,
1757737014_000037,2,residential,residential,1,25.0,nyc_default_25mph,medium,,,True,1,,,,East 55th Street,,,,,none,,
1757737014_000037,3,residential,residential,1,20.0,nyc_default_20mph,medium,,,False,0,,,,Avenue J,,,,,none,,
1757737014_000037,4,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,Avenue J,,,,,none,,
1757737014_000037,5,residential,residential,1,35.0,nyc_default_35mph,medium,,,False,0,,,,Avenue J,,,,,none,,
1757737014_000037,6,residential,residential,1,35.0,nyc_default_35mph,medium,,,False,0,,,,Avenue J,,,,,none,,
1757737014_000037,7,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,Avenue J,,,,,none,,
1757737014_000037,8,residential,residential,1,35.0,nyc_default_35mph,medium,,,False,0,,,,East 56th Street,,,,,none,,
1757737014_000037,9,residential,residential,1,40.0,nyc_default_40mph,medium,,,False,0,,,,East 56th Street,,,,,none,,
1757737014_000037,10,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,East 56th Street,,,,,none,,
1757737014_000037,11,residential,residential,1,15.0,nyc_default_15mph,medium,,,False,0,,,,East 56th Street,,,,,none,,
1757737014_000037,12,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,East 56th Street,,,,,none,,
1757737014_000038,0,residential,residential,1,35.0,nyc_default_35mph,medium,,,False,0,,,,Railroad Avenue,,,,,none,,
1757737014_000038,1,residential,residential,1,45.0,nyc_default_45mph,medium,,,False,0,,,,Railroad Avenue,,,,,none,,
1757737014_000038,2,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,Railroad Avenue,,,,,none,,
1757737014_000038,3,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,Marion Avenue,,,,,none,,
1757737014_000038,4,residential,residential,1,35.0,nyc_default_35mph,medium,,,False,0,,,,Abbott Boulevard,,,,,none,,
1757737014_000038,5,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,Abbott Boulevard,,,,,none,,
1757737014_000038,6,residential,residential,1,15.0,nyc_default_15mph,medium,,,False,0,,,,Abbott Boulevard,,,,,none,,
1757737014_000038,7,unclassified,other,-1,25.0,nyc_default_25mph,medium,2,2,True,1,,,,Warren Avenue,,,,,none,,
1757737014_000038,8,residential,residential,1,35.0,nyc_default_35mph,medium,,,True,1,,,,Abbott Boulevard,,,,,none,,
1757737014_000038,9,residential,residential,1,30.0,nyc_default_30mph,medium,,,True,1,,,,Abbott Boulevard,,,,,none,,
1757737014_000038,10,residential,residential,1,25.0,nyc_default_25mph,medium,,,True,1,,,,Abbott Boulevard,,,,,none,,
1757737014_000038,11,residential,residential,1,25.0,nyc_default_25mph,medium,,,True,1,,,,Abbott Boulevard,,,,,none,,
1757737014_000038,12,residential,residential,1,20.0,nyc_default_20mph,medium,,,True,1,,,,Abbott Boulevard,,,,,none,,
1757737014_000038,13,tertiary,tertiary,2,40.0,nyc_default_40mph,medium,1,1,True,1,,,,Columbia Avenue,CR 119,,,,none,,
1757737014_000038,14,tertiary,tertiary,2,25.0,nyc_default_25mph,medium,1,1,True,1,,,,Columbia Avenue,CR 119,,,,none,,
1757737014_000038,15,tertiary,tertiary,2,35.0,nyc_default_35mph,medium,1,1,True,1,,,,Columbia Avenue,CR 119,,,,none,,
1757737014_000038,16,tertiary,tertiary,2,30.0,nyc_default_30mph,medium,1,1,True,1,,,,Columbia Avenue,CR 119,,,,none,,
1757737014_000038,17,tertiary,tertiary,2,45.0,nyc_default_45mph,medium,1,1,True,1,,,,Columbia Avenue,CR 119,,,,none,,
1757737014_000038,18,tertiary,tertiary,2,40.0,nyc_default_40mph,medium,1,1,True,1,,,,Columbia Avenue,CR 119,,,,none,,
1757737014_000038,19,tertiary,tertiary,2,20.0,nyc_default_20mph,medium,1,1,True,1,,,,Columbia Avenue,CR 119,,,,none,,
1757737014_000038,20,tertiary,tertiary,2,30.0,nyc_default_30mph,medium,1,1,True,1,,,,Columbia Avenue,CR 119,,,,none,,
